"Code","Definition"
"U-4274","TREATMENT OF PEDIATRIC PATIENTS 1 YEAR OF AGE AND OLDER WITH NEUROFIBROMATOSIS TYPE 1 (NF1) WHO HAVE SYMPTOMATIC, INOPERABLE PLEXIFORM NEUROFIBROMAS (PN)"
"U-4275","TREATING HYPERPHAGIA AND REDUCING FOOD-RELATED BEHAVIORS IN PRADER-WILLI SYNDROME PATIENTS"
"U-4276","TREATMENT OF FUNGAL OTIC INFECTION (FUNGAL OTITIS EXTERNA, OTOMYCOSIS) DUE TO ASPERGILLUS SPECIES AND CANDIDA SPECIES"
"U-4277","METHOD FOR TREATING BARTH SYNDROME IN ADULT AND PEDIATRIC PATIENTS WEIGHING AT LEAST 30KG"
"U-4278","TREATMENT OF ADULTS WITH ER-POSITIVE, HER2-NEGATIVE ESR1-MUTATED ADVANCED OR METASTATIC BREAST CANCER WITH DISEASE PROGRESSION FOLLOWING AT LEAST ONE LINE OF ENDOCRINE THERAPY"
"U-4279","INTRANASAL BUMETANIDE FOR THE TREATMENT OF EDEMA"
"U-4280","TREATMENT OF CHRONIC AUTOIMMUNE URTICARIA"
"U-4281","TREATMENT OF CHRONIC SPONTANEOUS URTICARIA"
"U-4282","TREATMENT OF ADULTS WITH ACROMEGALY WHO HAVE HEPATIC IMPAIRMENT AND AN INADEQUATE RESPONSE TO SURGERY AND/OR FOR WHOM SURGERY IS NOT AN OPTION"
"U-4283","TREATMENT OF ADULTS WITH ACROMEGALY WHO HAD AN INADEQUATE RESPONSE TO SURGERY AND/OR FOR WHOM SURGERY IS NOT AN OPTION"
"U-4284","TREATMENT OF NEUROLOGICAL MANIFESTATIONS OF NIEMANN-PICK DISEASE TYPE-C (NPC) FOR A DURATION OF GREATER THAN 3 MONTHS"
"U-4285","TREATMENT OF NEUROLOGICAL MANIFESTATIONS OF NIEMANN-PICK DISEASE TYPE-C (NPC) FOR A DURATION OF AT LEAST ABOUT 3 MONTHS"
"U-4286","A METHOD OF TREATING A CANCER CHARACTERIZED BY AN IDH1 MUTATION FOLLOWING SURGERY, WHEREIN THE CANCER IS GRADE 2 ASTROCYTOMA OR OLIGODENDROGLIOMA"
"U-4287","DELAYING LOSS OF EGFR OR DELAYING PROGRESSION TO END-STAGE RENAL DISEASE BY ADMINISTRATION OF EMPAGLIFLOZIN TO PATIENTS WITH STAGE 2, 3, 4 OR 5 CHRONIC KIDNEY DISEASE"
"U-4288","TREATMENT OF SEVERE PHOSPHATIDYLINOSITOL-3-KINASE CATALYTIC SUBUNIT ALPHA (PIK3CA)-RELATED OVERGROWTH SPECTRUM (PROS) HAVING AN OVERGROWTH OF MULTIPLE TISSUES, THAT REQUIRES SYSTEMIC THERAPY"
"U-4289","TREATING POST-TRANSPLANT CMV INFECTION/DISEASE REFRACTORY TO GANCICLOVIR, VALGANCICLOVIR, CIDOFOVIR OR FOSCARNET BY ADMINISTERING 1200 MG MARIBAVIR TWICE DAILY, WHERE PATIENT IS EXPOSED TO/RECEIVING AN IMMUNOSUPPRESSANT AND PHENYTOIN OR PHENOBARBITAL"
"U-4290","TREATMENT OF ORAL ULCERS ASSOCIATED WITH BEHCET'S DISEASE"
"U-4291","TREATMENT OF PSORIATIC ARTHRITIS"
"U-4292","TREATMENT OF IDIOPATHIC PULMONARY FIBROSIS IN ADULTS IN COMBINATION WITH NINTEDANIB MONOETHANESULFONATE"
"U-4293","TREATING TYPE 2 DIABETES MELLITUS IN A PATIENT WITH MODERATE RENAL IMPAIRMENT (30 ML/MIN/1.73 M2<=EGFR<60 ML/MIN/1.73 M2) BY ADMINISTRATION OF EMPAGLIFLOZIN"
"U-4294","TREATING TYPE 2 DIABETES MELLITUS BY ASSESSING RENAL FUNCTION IN A PATIENT AND ADMINISTERING EMPAGLIFLOZIN IF THE EGFR IS >=30 ML/MIN/1.73 M2"
"U-4295","TREATING TYPE 2 DIABETES MELLITUS BY ASSESSING RENAL FUNCTION IN A PATIENT AND ADMINISTERING EMPAGLIFLOZIN IF THE EGFR IS >=30 ML/MIN/1.73 M2 AND <60 ML/MIN/1.73 M2"
"U-4296","TREATING TYPE 2 DIABETES MELLITUS BY ASSESSING RENAL FUNCTION, ADMINISTERING 10 EMPAGLIFLOZIN IF THE EGFR IS >=30 ML/MIN/1.73 M2, AND ADMINISTERING 25 MG EMPAGLIFLOZIN IF REQUIRED FOR ADDITIONAL GLYCEMIC CONTROL AND THE EGER IS >=30 ML/MIN/1.73 M2"
"U-4297","TREATMENT OF IDIOPATHIC PULMONARY FIBROSIS IN ADULTS IN COMBINATION WITH NINTEDANIB OR A PHARMACEUTICALLY ACCEPTABLE SALT THEREOF"
"U-4298","TREATMENT OF IDIOPATHIC PULMONARY FIBROSIS IN ADULTS"
"U-4299","MAINTENANCE TREATMENT OF ADULT PATIENTS WITH EXTENSIVE-STAGE SMALL CELL LUNG CANCER (ES-SCLC) WHOSE DISEASE HAS NOT PROGRESSED AFTER FIRST-LINE INDUCTION THERAPY"
"U-4300","TREATMENT OF PAROXYSMAL NOCTURAL HEMOGLOBINURIA (PNH) BY ADMINISTRATION OF 200 MG OF IPTACOPAN TWICE DAILY"
"U-4301","TOPICAL TREATMENT OF MILD TO MODERATE ATOPIC DERMATITIS IN PEDIATRIC PATIENTS 2 TO 5 YEARS OF AGE"
"U-4302","TREATMENT OF ADULTS WITH MODERATELY TO SEVERELY ACTIVE ULCERATIVE COLITIS WHO HAVE HAD AN INADEQUATE RESPONSE OR INTOLERANCE TO ONE OR MORE TNF BLOCKERS OR RECEIVED AT LEAST ONE APPROVED SYSTEMIC THERAPY IF TNF BLOCKERS ARE CLINICALLY INADVISABLE"
"U-4303","TREATMENT OF ADULTS WITH MODERATELY TO SEVERELY ACTIVE CROHN'S DISEASE WHO HAVE HAD AN INADEQUATE RESPONSE OR INTOLERANCE TO ONE OR MORE TNF BLOCKERS OR RECEIVED AT LEAST ONE APPROVED SYSTEMIC THERAPY IF TNF BLOCKERS ARE CLINICALLY INADVISABLE"
"U-4304","TREATING TYPE 2 DIABETES MELLITUS IN A PATIENT WITH STAGE 3 CHRONIC KIDNEY DISEASE BY ADMINISTRATION OF EMPAGLIFLOZIN"
"U-4305","TREATING METASTATIC SCLC AFTER PLATINUM CHEMOTHERAPY WITH LURBINECTEDIN MONOTHERAPY BY REDUCING THE DOSE FOR GRADE 4 OR ANY GRADE FEBRILE NEUTROPENIA FROM 3.2 TO 2.6 MG/M2 AND 2.6 TO 2.0 MG/M2 LURBINECTEDIN WITHIN 35 DAYS OF THE HIGHER DOSE"
"U-4306","METHOD OF TREATING MILD TO MODERATE PAIN (SURGICAL) IN ADULTS"
"U-4307","METHOD OF TREATING MODERATE TO SEVERE PAIN (SURGICAL) IN ADULTS AS AN ADJUNCT TO OPIOID ANALGESICS"
"U-4308","IMPROVING WEIGHT MANAGEMENT BY ADMINISTERING IN 4 DOSES, AT LEAST 2 WEEKS APART, A GIP:GLP-1 PEPTIDE HAVING A GIP:GLP-1 RECEPTOR AGONIST POTENCY RATIO IN A RANGE DETERMINED BY A CASEIN CAMP ASSAY, WHERE DOSES ARE 25%, 50% AND 75% OF 4TH DOSE"
"U-4309","IMPROVING WEIGHT MANAGEMENT BY ADMINISTERING IN 4 DOSES, ABOUT 4 WEEKS APART, A GIP:GLP-1 PEPTIDE HAVING A GIP:GLP-1 RECEPTOR AGONIST POTENCY RATIO IN A RANGE DETERMINED BY A CASEIN CAMP ASSAY, WHERE DOSES ARE 25%, 50% AND 75% OF 4TH DOSE"
"U-4310","TREATING OBESITY BY ADMINISTERING IN 4 DOSES, AT LEAST 2 WEEKS APART, A GIP:GLP-1 PEPTIDE HAVING A GIP:GLP-1 RECEPTOR AGONIST POTENCY RATIO IN A RANGE DETERMINED BY A CASEIN CAMP ASSAY, WHERE DOSES ARE 25%, 50% AND 75% OF 4TH DOSE"
"U-4311","TREATING OBESITY BY ADMINISTERING IN 4 DOSES, ABOUT 4 WEEKS APART, A GIP:GLP-1 PEPTIDE HAVING A GIP:GLP-1 RECEPTOR AGONIST POTENCY RATIO IN A RANGE DETERMINED BY A CASEIN CAMP ASSAY, WHERE DOSES ARE 25%, 50% AND 75% OF 4TH DOSE"
"U-4312","TREATMENT OF NON-METASTATIC CASTRATION-SENSITIVE PROSTATE CANCER WITH BIOCHEMICAL RECURRENCE AT HIGH RISK FOR METASTASIS BY ADMINISTERING TWO TABLETS EACH COMPRISING A SPRAY-DRIED DISPERSION OF 80 MG AMORPHOUS ENZALUTAMIDE AND 400 MG HPMCAS AS CLAIMED"
"U-4313","TREATMENT OF PATIENTS WITH CASTRATION-RESISTANT PROSTATE CANCER BY ADMINISTERING TWO TABLETS EACH COMPRISING A SPRAY-DRIED DISPERSION OF 80 MG AMORPHOUS ENZALUTAMIDE AND 400 MG HPMCAS AS CLAIMED"
"U-4314","TREATMENT OF PATIENTS WITH METASTATIC CASTRATION-SENSITIVE PROSTATE CANCER BY ADMINISTERING TWO TABLETS EACH COMPRISING A SPRAY-DRIED DISPERSION OF 80 MG AMORPHOUS ENZALUTAMIDE AND 400 MG HPMCAS AS CLAIMED"
"U-4315","A METHOD FOR IMPROVING GLYCEMIC CONTROL IN ADULTS WITH T2DM BY ADMINISTERING AN EFFECTIVE DOSE OF TIRZEPATIDE, NA2HPO4, AND ABOUT 6.2-9.5 MG/ML OF NACL"
"U-4316","IMPROVING GLYCEMIC CONTROL IN ADULTS WITH T2DM BY ADMINISTERING, AT A PH OF 6.5-7.5, AN EFFECTIVE DOSE OF ABOUT 5-30 MG/ML OF TIRZEPATIDE, ABOUT 0.67-2.68 MG/ML OF NA2HPO4, ABOUT 6.2-9.5 MG/ML OF NACL, AND OPTIONALLY ABOUT 3.0-7.0 MG/ML PHENOL"
"U-4317","A METHOD FOR IMPROVING GLYCEMIC CONTROL IN ADULTS WITH T2DM BY ADMINISTERING A 5 MG/ML, 10 MG/ML, 15 MG/ML, 20 MG/ML, 25 MG/ML, OR 30 MG/ML DOSE OF TIRZEPATIDE, NA2HPO4, AND ABOUT 8.2 MG/ML OF NACL"
"U-4318","A METHOD FOR IMPROVING GLYCEMIC CONTROL IN ADULTS WITH T2DM BY ADMINISTERING A COMPOSITION COMPRISING AN EFFECTIVE DOSE OF ABOUT 5-30 MG/ML OF TIRZEPATIDE, ABOUT 1.34 MG/ML OF NA2HPO4, ABOUT 8.2 MG/ML OF NACL, WHEREIN THE COMPOSITION IS PH 6.5-7.5"
"U-4319","A METHOD FOR IMPROVING GLYCEMIC CONTROL IN ADULTS WITH T2DM BY ADMINISTERING A 5 MG/ML, 10 MG/ML, 15 MG/ML, 20 MG/ML, 25 MG/ML, OR 30 MG/ML DOSE OF TIRZEPATIDE, ABOUT 1.34 MG/ML OF NA2HPO4, AND ABOUT 6.2-9.5 MG/ML OF NACL"
"U-4320","A METHOD FOR IMPROVING GLYCEMIC CONTROL IN ADULTS WITH T2DM BY ADMINISTERING AN EFFECTIVE DOSE OF ABOUT 5-30 MG/ML OF TIRZEPATIDE, ABOUT 0.67-2.68 MG/ML OF NA2HPO4, ABOUT 6.2-9.5 MG/ML OF NACL, AND OPTIONALLY ABOUT 3.0-7.0 MG/ML PHENOL"
"U-4321","A METHOD FOR IMPROVING GLYCEMIC CONTROL IN ADULTS WITH T2DM BY ADMINISTERING AN EFFECTIVE DOSE OF ABOUT 5-30 MG/ML OF TIRZEPATIDE, ABOUT 1-3 MG/ML OF NA2HPO4, AND ABOUT 6.2-9.5 MG/ML OF NACL"
"U-4322","A METHOD FOR IMPROVING GLYCEMIC CONTROL IN ADULTS WITH T2DM BY ADMINISTERING AN EFFECTIVE DOSE OF ABOUT 5-30 MG/ML OF TIRZEPATIDE, NA2HPO4, ABOUT 7.0-9.0 MG/ML OF NACL"
"U-4323","A METHOD FOR IMPROVING GLYCEMIC CONTROL IN ADULTS WITH T2DM BY ADMINISTERING AN EFFECTIVE DOSE OF ABOUT 5-30 MG/ML OF TIRZEPATIDE, NA2HPO4, AND ABOUT 6.2-9.5 MG/ML OF NACL"
"U-4324","A METHOD FOR IMPROVING GLYCEMIC CONTROL IN ADULTS WITH T2DM BY ADMINISTERING AN EFFECTIVE DOSE OF ABOUT 5-30 MG/ML OF TIRZEPATIDE, NA2HPO4, AND ABOUT 8.2 MG/ML OF NACL"
"U-4325","A METHOD FOR IMPROVING GLYCEMIC CONTROL IN ADULTS WITH T2DM BY ADMINISTERING AN EFFECTIVE DOSE OF TIRZEPATIDE, ABOUT 0.67-2.68 MG/ML OF NA2HPO4, AND ABOUT 6.2-9.5 MG/ML OF NACL"
"U-4326","A METHOD FOR IMPROVING GLYCEMIC CONTROL IN ADULTS WITH T2DM BY ADMINISTERING AN EFFECTIVE DOSE OF TIRZEPATIDE, ABOUT 1.34 MG/ML OF NA2HPO4, AND ABOUT 6.2-9.5 MG/ML OF NACL"
"U-4327","TREATMENT OF RELAPSED OR REFRACTORY ACUTE MYELOID LEUKEMIA WITH A SUSCEPTIBLE NUCLEOPHOSMIN 1 (NPM1) MUTATION IN ADULT AND PEDIATRIC PATIENTS 1 YEAR AND OLDER"
"U-4328","TREATING POST-TRANSPLANT CMV INFECTION/DISEASE REFRACTORY TO GANCICLOVIR, VALGANCICLOVIR, CIDOFOVIR OR FOSCARNET BY ADMINISTERING 800 OR 1200 MG MARIBAVIR 2X DAILY WHERE PATIENT IS CONCOMITANTLY EXPOSED TO/RECEIVING ANTICONVULSANT, IMMUNOSUPPRESSANT"
"U-4329","TREATMENT OF PATIENTS WITH POST-TRANSPLANT CYTOMEGALOVIRUS (CMV) INFECTION/DISEASE THAT IS REFRACTORY TO TREATMENT WITH GANCICLOVIR, VALGANCICLOVIR, CIDOFOVIR, OR FOSCARNET, BY ADMINISTERING 400 MG OF MARIBAVIR ORALLY TWICE DAILY"
"U-4330","TREATMENT OF CF IN PATIENTS AGED 6 YEARS AND OLDER WHO HAVE IN THE CFTR GENE AT LEAST ONE F508DEL MUTATION OR A RESPONSIVE MUTATION BASED ON CLINICAL AND/OR IN VITRO DATA BY ADMINISTERING THE COMPOSITION RECITED IN US 12458635 CLAIM 1"
"U-4331","TREATMENT OF RENALLY IMPAIRED PATIENTS WITH COMPLICATED URINARY TRACT INFECTIONS INCLUDING ACUTE PYELONEPHRITIS CAUSED BY SUSCEPTIBLE ISOLATES OF ESCHERICHIA COLI AND KLEBSIELLA PNEUMONIAE"
"U-4332","TREATMENT OF PATIENTS WITH COMPLICATED URINARY TRACT INFECTIONS INCLUDING ACUTE PYELONEPHRITIS CAUSED BY SUSCEPTIBLE ISOLATES OF ESCHERICHIA COLI AND KLEBSIELLA PNEUMONIAE"
"U-4333","TREATMENT OF CF IN PATIENTS AGED 2 TO < 6 YEARS OLD WHO HAVE IN THE CFTR GENE AT LEAST ONE F508DEL MUTATION OR A RESPONSIVE MUTATION BASED ON CLINICAL AND/OR IN VITRO DATA COMPRISING ADMINISTERING THE COMPOSITION RECITED IN US 12458635 CLAIM 1"
"U-4334","INCREASING SURVIVAL IN MCRPC PATIENTS PREVIOUSLY TREATED WITH DOCETAXEL BY ADMINISTERING CABAZITAXEL IN COMBINATION WITH PREDNISONE OR PREDNISOLONE AFTER A PREMEDICATION REGIMEN THAT INCLUDES AN ANTIHISTAMINE"
"U-4335","TREATMENT OF CYSTIC FIBROSIS IN PATIENTS AGED 1 YEAR TO 5 YEARS WHO ARE HOMOZYGOUS FOR THE F508DEL CFTR GENE MUTATION COMPRISING ADMINISTERING AN EFFECTIVE AMOUNT OF IVA AS RECITED IN, E.G., CLAIM 1 OF US 12458635, AND FORM I LUM"
"U-4336","TREATMENT OF CF IN A PATIENT AGE 6 YEARS AND OLDER WHO IS HOMOZYGOUS FOR F508DEL OR HAS AT LEAST ONE CFTR GENE MUTATION RESPONSIVE TO TEZ/IVA BASED ON IN VITRO DATA AND/OR CLINICAL EVIDENCE USING THE COMPOSITION RECITED IN US 12458635 CLAIM 1"
"U-4337","TREATMENT OF CF IN A PATIENT AGE 1 MONTH TO LESS THAN 6 YEARS OLD WHO HAS IN THE CFTR GENE AT LEAST ONE MUTATION RESPONSIVE TO IVA BASED ON CLINICAL AND/OR IN VITRO ASSAY DATA USING THE COMPOSITION RECITED IN CLAIM 1 OF US 12458635"
"U-4338","TREATMENT OF CYSTIC FIBROSIS IN PATIENTS AGED 6 YEARS AND OLDER WHO ARE HOMOZYGOUS FOR THE F508DEL CFTR GENE MUTATION COMPRISING ADMINISTERING AN EFFECTIVE AMOUNT OF IVA AS RECITED IN, E.G., CLAIM 1 OF US 12458635, AND FORM I LUM"
"U-4339","TREATMENT OF CF IN A PATIENT AGE 6 YEARS AND OLDER WHO HAS IN THE CFTR GENE AT LEAST ONE MUTATION RESPONSIVE TO IVA BASED ON CLINICAL AND/OR IN VITRO ASSAY DATA USING THE COMPOSITION RECITED IN CLAIM 1 OF US 12458635"
"U-4340","TREATMENT OF MAJOR DEPRESSIVE DISORDER, ADJUNCTIVE TO ANTIDEPRESSANT THERAPY, OR ADJUNCTIVE TO ANTIDEPRESSANT THERAPY BY INHIBITING THE 5-HT2A RECEPTOR AND/OR SEROTONIN TRANSPORTER, AND/OR MODULATING DOPAMINE D2 RECEPTOR FUNCTION"
"U-4341","TREATMENT OF MAJOR DEPRESSIVE DISORDER MEDIATED BY THE 5-HT2A RECEPTOR, SEROTONIN TRANSPORTER, AND/OR DOPAMINE D1/D2 SIGNALING PATHWAYS, ADJUNCTIVE TO ANTIDEPRESSANT TREATMENT"
"U-4342","TREATMENT OF MAJOR DEPRESSIVE DISORDER ADJUNCTIVE TO ANTIDEPRESSANT THERAPY, INCLUDING TREATMENT RESISTANT MAJOR DEPRESSIVE DISORDER"
"U-4343","MODULATION OF 5-HYDROXYTRYPTAMINE 2 RECEPTOR ACTIVITY IN MAJOR DEPRESSIVE DISORDER ADJUNCTIVE TO ANTIDEPRESSANT THERAPY"
"U-4344","TREATMENT OF MAJOR DEPRESSIVE DISORDER ADJUNCTIVE TO ANTIDEPRESSANT TREATMENT"
"U-4345","METHOD OF TREATING OF IRRITABLE BOWEL SYNDROME WITH CONSTIPATION (IBS-C) IN PEDIATRIC PATIENTS 7 YEARS OF AGE AND OLDER"
"U-4346","REDUCE THE RISK OF CARDIOVASCULAR DEATH AND HOSPITALIZATION FOR HEART FAILURE AND URGENT HEART FAILURE VISITS IN ADULTS WITH HEART FAILURE WITH PRESERVED EJECTION FRACTION AND STRUCTURAL HEART DISEASE AND WITHOUT TYPE II DIABETES"
"U-4347","METHOD OF TREATING ACUTE MYELOID LEUKEMIA"
"U-4348","METHOD OF TREATING HEMATOLOGIC MALIGNANCY"
"U-4349","METHOD OF TREATING ACUTE MYELOID LEUKEMIA WITH ZIFTOMENIB OR A PHARMACEUTICALLY ACCEPTABLE SALT THEREOF"
"U-4350","METHOD OF INHIBITING MENIN INTERACTION"
"U-4351","METHOD OF TREATING LEUKEMIA"
"U-4352","METHOD OF INHIBITING PROLIFERATION AND/OR INDUCING APOPTOSIS IN A LEUKEMIA CELL WITH A NUCLEOPHOSMIN 1 (NPM1) MUTATION"
"U-4353","METHOD OF TREATING LEUKEMIA WITH A NUCLEOPHOSMIN 1 (NPM1) MUTATION"
"U-4354","METHOD OF TREATING MENIN-MEDIATED DISEASE"
"U-4355","PREVENTIVE TREATMENT OF MIGRAINE IN ADULTS WITH SEVERE RENAL IMPAIRMENT OR END-STAGE RENAL DISEASE"
"U-4356","IMPROVING THE PHARMACOKINETICS OF MELOXICAM IN A HUMAN BEING SUFFERING FROM MIGRAINE"
"U-4357","TREATMENT OF ADULT AND PEDIATRIC PATIENTS 1 YEAR OF AGE AND OLDER WITH NEUROFIBROMATOSIS TYPE 1 (NF1) WHO HAVE SYMPTOMATIC, INOPERABLE PLEXIFORM NEUROFIBROMAS (PN)"
"U-4358","TREATMENT OF THYMIDINE KINASE 2 DEFICIENCY (TK2D) IN ADULTS AND PEDIATRIC PATIENTS WITH AN AGE OF SYMPTOM ONSET ON OR BEFORE 12 YEARS"
"U-4359","TREATMENT OF SEVERE PHOSPHATIDYLINOSITOL-3-KINASE CATALYTIC SUBUNIT ALPHA (PIK3CA)-RELATED OVERGROWTH SPECTRUM (PROS) HAVING AN OVERGROWTH OF MULTIPLE TISSUES, THAT REQUIRES SYSTEMIC THERAPY AND IS NOT RESPONSIVE TO RAPAMYCIN"
"U-4360","USE TO REDUCE TRIGLYCERIDES IN ADULTS WITH FAMILIAL CHYLOMICRONEMIA SYNDROME (FCS)"
"U-4361","TREATMENT OF ADULT AND PEDIATRIC PATIENTS 12 YEARS OF AGE AND OLDER WEIGHING AT LEAST 45 KG WHO HAVE LIMITED OR NO ALTERNATIVE OPTIONS WITH UNCOMPLICATED UROGENITAL GONORRHEA CAUSED BY SUSCEPTIBLE STRAINS OF NEISSERIA GONORRHOEAE"
"U-4362","TREATMENT OF ADULT PATIENTS WITH RELAPSED OR REFRACTORY CHRONIC LYMPHOCYTIC LEUKEMIA OR SMALL LYMPHOCYTIC LYMPHOMA (CLL/SLL) WHO HAVE PREVIOUSLY BEEN TREATED WITH A COVALENT BTK INHIBITOR"
"U-4363","TREATMENT OF PATIENTS WITH CASTRATION-RESISTANT PROSTATE CANCER BY ADMINISTERING A TABLET COMPRISING A SOLID DISPERSION COMPRISING AMORPHOUS ENZALUTAMIDE AND HPMCAS"
"U-4364","TREATMENT OF PATIENTS WITH METASTATIC CASTRATION-SENSITIVE PROSTATE CANCER BY ADMINISTERING A TABLET COMPRISING A SOLID DISPERSION COMPRISING AMORPHOUS ENZALUTAMIDE AND HPMCAS"
"U-4365","TREATMENT OF PATIENTS WITH NON-METASTATIC CASTRATION-SENSITIVE PROSTATE CANCER WITH BIOCHEMICAL RECURRENCE AT HIGH RISK FOR METASTASIS BY ADMINISTERING A TABLET COMPRISING A SOLID DISPERSION COMPRISING AMORPHOUS ENZALUTAMIDE AND HPMCAS"
"U-4366","TREATING HYPOGONADOTROPIC HYPOGONADISM BY ADMINISTERING TO A MALE WITH ALLERGIC OR SEASONAL RHINITIS 5.5MG TESTOSTERONE IN 0.122G TESTOSTERONE GEL IN EACH NOSTRIL 3 TIMES DAILY VIA A METERED DOSE PUMP ACTUATABLE 60 TIMES AND CONTAINING 11 G GEL"
"U-4367","TREATING PRIMARY HYPOGONADISM BY ADMINISTERING TO A MALE WITH ALLERGIC OR SEASONAL RHINITIS 5.5MG TESTOSTERONE IN 0.122G TESTOSTERONE GEL IN EACH NOSTRIL 3 TIMES DAILY VIA A METERED DOSE PUMP ACTUATABLE 60 TIMES AND CONTAINING 11 G GEL"
"U-4368","A METHOD FOR TREATING METASTATIC CASTRATION-SENSITIVE PROSTATE CANCER (MCSPC), WHEREIN THE CANCER IS ASSOCIATED WITH A DELETERIOUS BRCA2-MUTATION"
"U-4369","TREATMENT OF UNCOMPLICATED UROGENITAL GONORRHEA DUE TO NEISSERIA GONORRHOEAE"
"U-4370","TREATMENT OF A CARDIAC ARRHYTHMIA"
"U-4371","TREATMENT OF ADULTS WITH SYMPTOMATIC OBSTRUCTIVE HYPERTROPHIC CARDIOMYOPATHY (OHCM) TO IMPROVE FUNCTIONAL CAPACITY AND SYMPTOMS"
"U-4372","TREATMENT OF PROGRESSIVE PULMONARY FIBROSIS IN ADULTS IN COMBINATION WITH NINTEDANIB MONOETHANESULFONATE"
"U-4373","TREATMENT OF PROGRESSIVE PULMONARY FIBROSIS IN ADULTS IN COMBINATION WITH NINTEDANIB OR A PHARMACEUTICALLY ACCEPTABLE SALT THEREOF"
"U-4374","MOUNJARO IS INDICATED AS AN ADJUNCT TO DIET AND EXERCISE TO IMPROVE GLYCEMIC CONTROL IN PATIENTS WITH TYPE 2 DIABETES MELLITUS"
"U-4375","A METHOD FOR IMPROVING GLYCEMIC CONTROL IN PATIENTS WITH T2DM BY ADMINISTERING AN EFFECTIVE DOSE OF ABOUT 5-30 MG/ML OF TIRZEPATIDE, ABOUT 0.67 – 2.68 MG/ML OF NA2HPO4, ABOUT 6.2 -9.5 MG/ML OF NAC1, AND OPTIONALLY ABOUT 3.0 – 7.0 MG/ML PHENOL"
"U-4376","A METHOD FOR IMPROVING GLYCEMIC CONTROL IN PATIENTS WITH T2DM BY ADMINISTERING AN EFFECTIVE DOSE OF TIRZEPATIDE, NA2HPO4, AND ABOUT 6.2 – 9.5 MG/ML OF NACL"
"U-4377","A METHOD FOR IMPROVING GLYCEMIC CONTROL IN PATIENTS WITH T2DM BY ADMINISTERING AN EFFECTIVE DOSE OF ABOUT 5-30 MG/ML OF TIRZEPATIDE, NA2HPO4, AND ABOUT 6.2 -9.5 MG/ML OF NACL"
"U-4378","A METHOD FOR IMPROVING GLYCEMIC CONTROL IN PATIENTS WITH T2DM BY ADMINISTERING AN EFFECTIVE DOSE OF ABOUT 5-30 MG/ML OF TIRZEPATIDE, ABOUT 1 – 3 MG/ML OF NA2HPO4, AND ABOUT 6.2 – 9.5 MG/ML OF NACL"
"U-4379","A METHOD FOR IMPROVING GLYCEMIC CONTROL IN PATIENTS WITH T2DM BY ADMINISTERING AN EFFECTIVE DOSE OF TIRZEPATIDE, ABOUT 0.67 – 2.68 MG/ML OF NA2HPO4, AND ABOUT 6.2 – 9.5 MG/ML OF NACL"
"U-4380","A METHOD FOR IMPROVING GLYCEMIC CONTROL IN PATIENTS WITH T2DM BY ADMINISTERING AN EFFECTIVE DOSE OF TIRZEPATIDE, ABOUT 1.34 MG/ML OF NA2HPO4, AND ABOUT 6.2 – 9.5 MG/ML OF NACL"
"U-4381","A METHOD FOR IMPROVING GLYCEMIC CONTROL IN PATIENTS WITH T2DM BY ADMINISTERING A 5 MG/ML, 10 MG/ML, 15 MG/ML, 20 MG/ML, 25 MG/ML, OR 30 MG/ML DOSE OF TIRZEPATIDE, ABOUT 1.34 MG/ML OF NA2HPO4, AND ABOUT 6.2 -9.5 MG/ML OF NACL"
"U-4382","A METHOD FOR IMPROVING GLYCEMIC CONTROL IN PATIENTS WITH T2DM BY ADMINISTERING AN EFFECTIVE DOSE OF ABOUT 5-30 MG/ML OF TIRZEPATIDE, NA2HPO4, ABOUT 7.0 – 9.0 MG/ML OF NACL"
"U-4383","A METHOD FOR IMPROVING GLYCEMIC CONTROL IN PATIENTS WITH T2DM BY ADMINISTERING AN EFFECTIVE DOSE OF ABOUT 5-30 MG/ML OF TIRZEPATIDE, NA2HPO4, AND ABOUT 8.2 MG/ML OF NACL"
"U-4384","A METHOD FOR IMPROVING GLYCEMIC CONTROL IN PATIENTS WITH T2DM BY ADMINISTERING A 5 MG/ML, 10 MG/ML, 15 MG/ML, 20 MG/ML, 25 MG/ML, OR 30 MG/ML DOSE OF TIRZEPATIDE, NA2HPO4, AND ABOUT 8.2 MG/ML OF NACL"
"U-4385","IMPROVING GLYCEMIC CONTROL IN PATIENTS WITH T2DM BY ADMINISTERING, AT A PH OF 6.5-7.5, AN EFFECTIVE DOSE OF ABOUT 5-30 MG/ML OF TIRZEPATIDE, ABOUT 0.67-2.68 MG/ML OF NA2HPO4, ABOUT 6.2-9.5 MG/ML OF NAC1, AND OPTIONALLY ABOUT 3.0-7.0 MG/ML PHENOL"
"U-4386","A METHOD FOR IMPROVING GLYCEMIC CONTROL IN PATIENTS WITH T2DM BY ADMINISTERING A COMPOSITION COMPRISING AN EFFECTIVE DOSE OF ABOUT 5-30 MG/ML OF TIRZEPATIDE, ABOUT 1.34 MG/ML OF NA2HPO4, ABOUT 8.2 MG/ML OF NAC1, WHEREIN THE COMPOSITION IS PH 6.5-7.5"
"U-4387","METHOD OF WEIGHT REDUCTION"
"U-4388","METHOD OF WEIGHT REDUCTION VIA ORAL ADMINISTRATION"
"U-4389","METHOD OF WEIGHT REDUCTION AND MAINTENANCE OF WEIGHT REDUCTION VIA ORAL ADMINISTRATION"
